alert_id,user_id,amount,segment,country,typology,source_system,timestamp,channel,time_gap,num_transactions
ALT000001,USR00011,8141.397112852204,corporate,IR,high_amount_outlier,core_bank,2026-02-26 05:48:05+00:00,bank_transfer,767.5087184811098,3
ALT000002,USR00051,2121.7911515487563,retail,AE,cross_border,core_bank,2026-02-09 21:54:17+00:00,bank_transfer,4747.746654939748,10
ALT000003,USR00046,12713.90042828455,corporate,DE,high_amount_outlier,core_bank,2026-03-02 02:29:46+00:00,bank_transfer,52470.15779546936,9
ALT000004,USR00031,15376.024373764509,corporate,AE,cross_border,core_bank,2026-02-19 20:29:10+00:00,bank_transfer,69307.58391499566,11
ALT000005,USR00002,853.1751080389352,private_banking,UNKNOWN,sanctions,core_bank,2026-03-02 23:39:47+00:00,bank_transfer,20839.397856018146,8
ALT000006,USR00077,1632.4226735503473,corporate,UNKNOWN,high_amount_outlier,core_bank,2026-02-08 15:04:01+00:00,bank_transfer,73434.10137567658,2
ALT000007,USR00033,6821.53912253584,private_banking,IR,high_amount_outlier,core_bank,2026-02-12 18:18:49+00:00,bank_transfer,5227.670047195719,6
ALT000008,USR00066,4375.418308779765,private_banking,AE,sanctions,core_bank,2026-02-22 04:46:42+00:00,bank_transfer,69262.98779854832,5
ALT000009,USR00041,5902.898866272736,private_banking,IR,flow_through,core_bank,2026-02-13 00:37:37+00:00,bank_transfer,80183.18653783335,10
ALT000010,USR00037,2557.936281749365,corporate,DE,high_amount_outlier,core_bank,2026-02-17 06:36:18+00:00,bank_transfer,66778.53316288716,5
ALT000011,USR00088,14463.709164151334,retail,RU,structuring,core_bank,2026-02-27 04:44:10+00:00,bank_transfer,60408.199500560666,4
ALT000012,USR00009,13066.303396411573,corporate,RU,high_amount_outlier,core_bank,2026-02-11 17:09:44+00:00,bank_transfer,72450.09682622849,1
ALT000013,USR00073,6412.668061529318,retail,GB,high_amount_outlier,core_bank,2026-02-27 17:03:04+00:00,bank_transfer,3757.026891002419,10
ALT000014,USR00074,18531.758352291938,corporate,GB,structuring,core_bank,2026-02-10 11:33:18+00:00,bank_transfer,17673.43973291067,9
ALT000015,USR00037,9580.732622942736,private_banking,US,high_amount_outlier,core_bank,2026-02-12 15:14:17+00:00,bank_transfer,11055.92878821587,1
ALT000016,USR00026,2542.0027590053305,corporate,US,flow_through,core_bank,2026-02-25 00:12:32+00:00,bank_transfer,43740.11825561614,5
ALT000017,USR00000,8679.774118335064,retail,AE,flow_through,core_bank,2026-03-03 04:24:46+00:00,bank_transfer,64460.697849113516,6
ALT000018,USR00093,2301.042129706773,corporate,AE,high_amount_outlier,core_bank,2026-02-12 11:55:54+00:00,bank_transfer,54544.019818027926,6
ALT000019,USR00094,14450.008782231402,private_banking,GB,high_amount_outlier,core_bank,2026-02-16 09:05:59+00:00,bank_transfer,73582.3876895026,11
ALT000020,USR00024,5710.569808565759,private_banking,DE,structuring,core_bank,2026-03-07 03:11:29+00:00,bank_transfer,13663.838649177926,2
ALT000021,USR00003,4989.732781223934,retail,RU,high_amount_outlier,core_bank,2026-03-09 01:40:38+00:00,bank_transfer,63550.87601561741,4
ALT000022,USR00012,3038.3517370340865,corporate,GB,structuring,core_bank,2026-02-24 19:28:08+00:00,bank_transfer,16920.872363812643,2
ALT000023,USR00006,20384.729358727083,corporate,DE,sanctions,core_bank,2026-02-20 18:58:20+00:00,bank_transfer,23612.3284884626,3
ALT000024,USR00083,5143.404626815973,retail,DE,structuring,core_bank,2026-02-17 18:51:04+00:00,bank_transfer,61422.79443592027,10
ALT000025,USR00089,3911.484223824853,retail,AE,structuring,core_bank,2026-02-25 18:04:13+00:00,bank_transfer,84695.6319797765,11
ALT000026,USR00015,4221.165060068464,retail,DE,cross_border,core_bank,2026-02-25 02:33:50+00:00,bank_transfer,52953.90447462569,1
ALT000027,USR00074,10222.119048406435,private_banking,IR,flow_through,core_bank,2026-02-16 05:19:37+00:00,bank_transfer,4992.477120750551,7
ALT000028,USR00017,8651.119939884653,private_banking,DE,cross_border,core_bank,2026-02-08 01:31:25+00:00,bank_transfer,53364.20231076058,3
ALT000029,USR00036,9070.045971291825,private_banking,AE,cross_border,core_bank,2026-02-11 22:11:01+00:00,bank_transfer,3946.3824910523867,3
ALT000030,USR00059,9235.601313884557,private_banking,DE,flow_through,core_bank,2026-03-08 03:16:03+00:00,bank_transfer,76424.94574868296,4
ALT000031,USR00071,51105.51013813889,private_banking,GB,sanctions,core_bank,2026-02-19 22:10:35+00:00,bank_transfer,61394.69034716344,3
ALT000032,USR00087,3998.1418057978526,retail,RU,sanctions,core_bank,2026-02-21 20:21:48+00:00,bank_transfer,15206.307576977528,6
ALT000033,USR00004,3596.6468898896983,private_banking,GB,high_amount_outlier,core_bank,2026-02-21 09:25:20+00:00,bank_transfer,8197.178601463453,11
ALT000034,USR00019,2660.3880424383437,retail,DE,structuring,core_bank,2026-03-02 20:40:27+00:00,bank_transfer,16102.211006595464,7
ALT000035,USR00028,11114.206374843829,corporate,IR,cross_border,core_bank,2026-02-09 07:52:25+00:00,bank_transfer,84680.34015961597,8
ALT000036,USR00031,18563.866197849988,corporate,UNKNOWN,high_amount_outlier,core_bank,2026-02-09 20:40:14+00:00,bank_transfer,39782.071315675974,6
ALT000037,USR00099,5356.427616189686,corporate,RU,cross_border,core_bank,2026-02-15 15:42:54+00:00,bank_transfer,67809.36965219522,1
ALT000038,USR00077,2591.114893900981,retail,UNKNOWN,sanctions,core_bank,2026-02-21 23:29:56+00:00,bank_transfer,55094.75825547959,1
ALT000039,USR00032,2632.0513030848633,retail,IR,flow_through,core_bank,2026-02-27 12:18:51+00:00,bank_transfer,49584.77221143868,3
ALT000040,USR00097,11505.641828414115,private_banking,AE,flow_through,core_bank,2026-02-22 02:24:50+00:00,bank_transfer,12795.71492666078,3
ALT000041,USR00049,12622.726657582241,retail,IR,structuring,core_bank,2026-02-20 14:44:45+00:00,bank_transfer,81752.70545135198,10
ALT000042,USR00050,10333.582095889822,retail,DE,high_amount_outlier,core_bank,2026-03-07 12:20:24+00:00,bank_transfer,26245.600659517215,10
ALT000043,USR00043,3085.5657062683968,private_banking,AE,high_amount_outlier,core_bank,2026-02-12 05:02:19+00:00,bank_transfer,50067.28228102938,10
ALT000044,USR00014,7571.612404824832,retail,AE,sanctions,core_bank,2026-02-24 12:44:57+00:00,bank_transfer,60550.708829118594,8
ALT000045,USR00093,6745.870434324318,private_banking,UNKNOWN,cross_border,core_bank,2026-02-23 15:31:16+00:00,bank_transfer,56198.97466662109,7
ALT000046,USR00001,7470.286245442284,private_banking,IR,structuring,core_bank,2026-02-21 14:01:02+00:00,bank_transfer,81285.17867478414,8
ALT000047,USR00017,14348.903081438586,corporate,AE,high_amount_outlier,core_bank,2026-03-03 14:34:30+00:00,bank_transfer,13080.597032116993,5
ALT000048,USR00022,7507.03266454207,retail,RU,flow_through,core_bank,2026-02-15 09:19:38+00:00,bank_transfer,44069.17078028171,8
ALT000049,USR00027,11836.148537427065,retail,GB,cross_border,core_bank,2026-03-07 23:49:17+00:00,bank_transfer,35087.36104277995,9
ALT000050,USR00013,6422.604947749859,retail,IR,high_amount_outlier,core_bank,2026-02-17 07:50:04+00:00,bank_transfer,41125.92760845342,9
ALT000051,USR00001,8015.39541892898,corporate,AE,flow_through,core_bank,2026-02-23 17:30:29+00:00,bank_transfer,10564.629005625811,7
ALT000052,USR00067,11285.660604717792,retail,AE,flow_through,core_bank,2026-02-22 23:59:20+00:00,bank_transfer,11845.545910045095,1
ALT000053,USR00096,1398.0646692718103,corporate,IR,sanctions,core_bank,2026-03-04 20:56:42+00:00,bank_transfer,24242.30449176626,8
ALT000054,USR00012,4360.442332662681,retail,RU,cross_border,core_bank,2026-02-20 13:07:16+00:00,bank_transfer,26535.066383807574,5
ALT000055,USR00029,3750.435875615014,corporate,US,structuring,core_bank,2026-02-15 21:59:14+00:00,bank_transfer,37142.466697964235,9
ALT000056,USR00050,3168.8440638929997,retail,DE,flow_through,core_bank,2026-02-08 00:39:56+00:00,bank_transfer,52906.02779985369,6
ALT000057,USR00092,4558.996209466039,private_banking,GB,flow_through,core_bank,2026-02-18 06:57:12+00:00,bank_transfer,54941.567009712446,10
ALT000058,USR00069,26767.434880157933,retail,IR,high_amount_outlier,core_bank,2026-03-04 04:02:06+00:00,bank_transfer,35756.9181960176,4
ALT000059,USR00076,2525.435707646155,retail,US,cross_border,core_bank,2026-02-07 16:14:40+00:00,bank_transfer,35496.22572181082,11
ALT000060,USR00058,15808.109622597463,retail,GB,cross_border,core_bank,2026-03-06 06:20:26+00:00,bank_transfer,19037.816148608425,10
